km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
80000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,10
15000,Petrol,Individual,Automatic,First Owner,18,1197,81,5,3
35000,Diesel,Individual,Manual,Second Owner,25,1248,74,5,5
120000,Diesel,Individual,Manual,First Owner,23,1364,67,5,8
63000,Diesel,Individual,Manual,Third Owner,24,1120,70,5,6
25000,Diesel,Individual,Manual,First Owner,21,1498,108,5,3
64500,Petrol,Individual,Manual,First Owner,18,998,67,5,11
100000,Diesel,Individual,Manual,Second Owner,25,1198,77,6,6
40000,Diesel,Individual,Manual,First Owner,23,1582,126,5,5
15000,Petrol,Individual,Manual,Second Owner,18,1197,81,5,5
25000,Diesel,Individual,Manual,First Owner,23,1364,67,5,7
82000,Petrol,Individual,Manual,Third Owner,18,1197,85,5,6
87000,Diesel,Individual,Manual,First Owner,20,1248,88,7,10
80000,Petrol,Individual,Manual,Second Owner,23,998,67,5,7
110000,Diesel,Individual,Manual,Third Owner,19,1461,108,5,10
148000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,11
40000,Diesel,Individual,Manual,First Owner,16,2179,140,7,4
70000,Petrol,Individual,Manual,First Owner,16,1495,93,5,11
70000,LPG,Individual,Manual,Second Owner,13,1086,62,5,10
40000,Petrol,Individual,Manual,Second Owner,16,796,37,4,14
120000,Diesel,Individual,Manual,First Owner,17,1405,70,5,12
60000,Diesel,Individual,Manual,First Owner,17,1399,67,5,10
90000,Diesel,Dealer,Manual,First Owner,18,1248,90,5,11
68000,Diesel,Dealer,Manual,First Owner,22,1248,74,5,8
24500,Diesel,Dealer,Manual,First Owner,25,1498,98,5,5
77000,Diesel,Dealer,Manual,Second Owner,15,2179,140,7,10
85000,Diesel,Dealer,Manual,First Owner,25,1498,98,5,7
45500,Petrol,Dealer,Manual,First Owner,16,1496,88,5,11
67000,Diesel,Dealer,Manual,First Owner,28,1248,74,5,8
77000,Diesel,Dealer,Manual,First Owner,28,1248,74,5,8
47000,Petrol,Dealer,Manual,First Owner,21,814,55,5,6
57000,Petrol,Dealer,Manual,First Owner,23,1199,84,5,5
71500,Diesel,Dealer,Manual,First Owner,22,1396,88,5,4
110000,Diesel,Dealer,Manual,First Owner,23,1364,67,5,10
82000,Diesel,Dealer,Manual,Second Owner,26,1248,74,5,9
70000,Diesel,Dealer,Manual,Second Owner,28,1248,74,5,9
28000,Diesel,Dealer,Manual,First Owner,27,1248,74,5,5
125000,Diesel,Dealer,Manual,Second Owner,21,1498,103,5,6
67000,Diesel,Dealer,Manual,Second Owner,28,1248,74,5,9
93500,Petrol,Dealer,Manual,Third Owner,17,1497,118,5,11
8500,Petrol,Dealer,Manual,First Owner,22,1197,81,5,10
80000,Diesel,Dealer,Manual,First Owner,27,1248,74,5,6
30000,Diesel,Individual,Automatic,First Owner,11,2755,171,7,6
14200,Petrol,Individual,Manual,First Owner,18,1196,86,5,4
97000,Petrol,Individual,Manual,First Owner,16,1388,68,5,15
90000,Diesel,Individual,Manual,First Owner,13,2179,138,7,10
30000,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
50000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7
30000,Petrol,Individual,Manual,First Owner,23,998,67,5,6
20000,Petrol,Individual,Manual,First Owner,11,1298,80,8,5
60300,Diesel,Individual,Manual,First Owner,22,1199,73,5,10
35000,Diesel,Individual,Manual,First Owner,23,1248,88,5,7
80000,Diesel,Individual,Manual,First Owner,13,2179,138,7,11
44391,Petrol,Individual,Manual,Second Owner,19,1086,68,5,14
58000,Diesel,Individual,Manual,First Owner,27,1248,74,5,6
40000,Diesel,Individual,Manual,First Owner,15,2523,62,7,7
66000,Diesel,Individual,Manual,Second Owner,24,1248,88,7,5
110000,Diesel,Individual,Manual,First Owner,26,1498,98,5,6
56315,Diesel,Individual,Manual,First Owner,25,936,57,5,9
70000,Diesel,Individual,Manual,First Owner,16,1493,70,7,5
120000,Diesel,Individual,Manual,First Owner,23,1364,67,5,9
100000,Diesel,Individual,Manual,First Owner,14,2499,80,10,16
90000,Diesel,Individual,Manual,Second Owner,23,1248,88,5,7
120000,LPG,Individual,Manual,Third Owner,17,1061,57,5,16
160000,Petrol,Individual,Manual,Fourth & Above Owner,18,998,67,5,15
100000,Petrol,Individual,Manual,Fourth & Above Owner,13,1794,125,5,16
120000,Diesel,Individual,Manual,Third Owner,19,1248,73,5,13
100000,Diesel,Individual,Manual,Second Owner,18,1248,75,5,12
70000,Petrol,Individual,Manual,Third Owner,18,1061,67,5,15
15151,Petrol,Individual,Manual,Second Owner,21,814,55,5,5
60000,Diesel,Individual,Manual,First Owner,15,1997,120,7,7
100000,Petrol,Individual,Manual,First Owner,19,1086,68,5,11
110000,Petrol,Individual,Manual,Fourth & Above Owner,18,998,67,5,16
7000,Petrol,Individual,Automatic,First Owner,18,1197,81,5,3
35000,Petrol,Individual,Manual,First Owner,18,998,67,5,17
60000,Diesel,Individual,Manual,Second Owner,26,1248,74,5,6
70000,Petrol,Individual,Manual,Fourth & Above Owner,20,1197,78,5,12
30000,Petrol,Individual,Manual,First Owner,25,799,53,5,6
70000,Petrol,Individual,Manual,Second Owner,15,1499,110,5,9
128000,Petrol,Individual,Manual,First Owner,18,1197,82,5,7
120000,Diesel,Individual,Manual,Second Owner,12,2494,102,8,10
15000,Diesel,Individual,Manual,First Owner,25,1248,74,5,8
60000,Diesel,Individual,Manual,First Owner,28,1248,74,5,5
80000,Petrol,Individual,Manual,First Owner,19,1198,86,5,9
80000,Diesel,Individual,Manual,First Owner,26,1248,74,5,6
114321,Diesel,Individual,Manual,Second Owner,17,1399,68,5,16
120000,Diesel,Individual,Manual,First Owner,19,1405,70,5,9
120000,Diesel,Individual,Manual,Second Owner,12,2179,120,8,10
146000,Diesel,Individual,Manual,First Owner,23,1364,67,5,8
30000,LPG,Individual,Manual,First Owner,19,1086,68,5,10
20000,Petrol,Individual,Manual,First Owner,21,814,55,5,5
150000,Diesel,Individual,Manual,First Owner,23,1364,67,5,5
70000,CNG,Individual,Manual,Second Owner,21,1196,61,5,8
90000,Petrol,Individual,Manual,Second Owner,16,1797,147,5,9
100000,Petrol,Individual,Manual,Third Owner,17,1497,118,5,12
188000,Petrol,Individual,Manual,Fourth & Above Owner,18,998,67,5,17
100000,Petrol,Individual,Manual,Third Owner,19,1086,68,5,14
9000,Diesel,Dealer,Automatic,First Owner,13,1999,177,5,5
20000,Petrol,Dealer,Automatic,First Owner,22,2487,214,5,3
45000,Diesel,Dealer,Automatic,First Owner,19,1999,177,5,5
110000,Diesel,Individual,Manual,First Owner,14,2179,147,7,7
20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3
68089,Petrol,Trustmark Dealer,Automatic,First Owner,19,2494,157,5,6
58343,Petrol,Trustmark Dealer,Manual,First Owner,21,998,67,5,9
38817,Diesel,Dealer,Manual,First Owner,27,1248,74,5,4
56494,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88,5,6
79328,Diesel,Trustmark Dealer,Manual,Second Owner,12,2494,100,7,9
5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81,5,3
25538,Petrol,Trustmark Dealer,Manual,First Owner,16,1496,88,5,5
69779,Petrol,Dealer,Automatic,First Owner,22,1197,81,5,4
56290,Diesel,Dealer,Manual,First Owner,24,1186,73,5,5
7500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
8500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88,5,3
11000,Petrol,Dealer,Automatic,First Owner,14,1598,103,5,6
2000,Diesel,Dealer,Automatic,First Owner,16,1984,150,5,4
37333,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
15000,Diesel,Individual,Manual,Second Owner,20,1248,88,7,8
330000,Petrol,Individual,Manual,Second Owner,13,2359,198,5,10
60000,CNG,Individual,Manual,First Owner,26,998,58,5,5
80000,Diesel,Individual,Manual,Second Owner,23,1364,67,5,6
110000,Diesel,Individual,Manual,First Owner,12,2494,100,7,7
72000,Petrol,Individual,Manual,Second Owner,19,796,46,5,11
140000,Diesel,Individual,Manual,Second Owner,12,2494,102,8,16
80000,Petrol,Individual,Manual,Second Owner,18,1197,85,5,7
120000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,12
90000,Diesel,Individual,Manual,Second Owner,12,2494,100,8,7
100000,Diesel,Individual,Manual,Second Owner,20,1461,83,5,10
90000,Petrol,Individual,Manual,Third Owner,17,1298,85,5,13
140000,Diesel,Individual,Manual,Third Owner,25,1498,98,5,9
120000,Petrol,Individual,Manual,First Owner,18,995,62,5,12
35000,Diesel,Individual,Automatic,First Owner,24,1248,88,5,3
50000,Petrol,Individual,Manual,Second Owner,23,998,67,5,8
82000,Diesel,Individual,Manual,First Owner,24,1396,88,5,5
70000,Diesel,Individual,Manual,Third Owner,25,1248,74,5,8
90000,Petrol,Individual,Manual,First Owner,18,1197,85,5,6
60000,Diesel,Individual,Automatic,First Owner,12,2982,168,7,7
79000,Diesel,Individual,Manual,Second Owner,20,1968,141,5,8
291000,Diesel,Individual,Manual,Second Owner,12,2494,102,7,11
250000,Diesel,Individual,Manual,Second Owner,12,2494,102,7,12
20000,Diesel,Individual,Manual,First Owner,15,2523,63,9,4
53000,Diesel,Individual,Manual,First Owner,28,1248,88,5,5
21500,Petrol,Individual,Automatic,First Owner,19,1198,76,5,5
89000,Diesel,Individual,Manual,First Owner,27,1047,69,5,5
35000,Petrol,Individual,Manual,Second Owner,19,1197,85,5,9
43000,Petrol,Individual,Manual,Second Owner,19,998,67,5,9
80000,Petrol,Individual,Manual,Second Owner,17,1086,62,5,13
80000,Petrol,Individual,Manual,Second Owner,17,1086,63,5,15
110000,Diesel,Individual,Manual,First Owner,22,1396,88,5,8
100000,Petrol,Individual,Manual,First Owner,21,814,55,5,10
25000,Petrol,Individual,Manual,First Owner,21,814,55,5,4
20000,Diesel,Individual,Manual,First Owner,23,1498,98,5,3
70000,Diesel,Individual,Manual,First Owner,22,1248,74,5,5
197000,Diesel,Individual,Manual,First Owner,12,2494,102,7,11
100000,Petrol,Individual,Manual,Second Owner,14,1061,64,5,16
70000,Petrol,Individual,Manual,First Owner,16,796,37,4,27
140000,Diesel,Individual,Manual,First Owner,16,2179,140,7,7
50000,Petrol,Individual,Manual,First Owner,19,796,46,5,13
40300,Petrol,Individual,Manual,First Owner,23,1199,84,5,5
120000,Diesel,Individual,Manual,Second Owner,12,2494,102,8,12
25000,Petrol,Individual,Manual,Second Owner,23,998,67,5,6
155000,Petrol,Individual,Manual,Third Owner,18,998,67,5,12
50000,Petrol,Individual,Automatic,First Owner,19,1199,88,5,7
30030,Petrol,Dealer,Manual,First Owner,18,1197,81,5,5
29029,Petrol,Dealer,Manual,First Owner,19,1197,82,5,5
72072,Diesel,Dealer,Manual,First Owner,21,1248,73,5,10
54000,Diesel,Individual,Manual,First Owner,20,1399,68,5,10
82082,Diesel,Dealer,Manual,First Owner,22,1396,88,5,10
48000,Diesel,Individual,Manual,Second Owner,16,2179,140,7,6
20000,Petrol,Individual,Manual,First Owner,17,1373,91,7,6
49000,Diesel,Individual,Automatic,First Owner,22,1582,126,5,4
35000,Petrol,Individual,Manual,Third Owner,19,1198,67,7,7
67000,CNG,Individual,Manual,First Owner,33,796,40,4,5
80600,Diesel,Individual,Manual,First Owner,19,1248,73,5,11
58609,Petrol,Individual,Manual,Second Owner,21,814,55,5,9
33003,Petrol,Individual,Manual,First Owner,15,1172,67,5,6
43000,CNG,Individual,Manual,Second Owner,26,998,58,5,6
16500,Petrol,Individual,Manual,First Owner,18,1197,81,5,6
138000,Diesel,Individual,Manual,Second Owner,12,2494,102,8,10
165500,Diesel,Individual,Manual,Second Owner,14,2523,75,9,9
120000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,11
30000,Diesel,Individual,Manual,First Owner,21,1497,108,5,4
70000,Diesel,Individual,Manual,Second Owner,19,1396,69,5,12
170000,Petrol,Individual,Manual,Third Owner,17,993,60,5,19
120000,Diesel,Individual,Manual,Third Owner,21,1461,64,5,11
168000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,8
60000,Diesel,Individual,Manual,Second Owner,25,1498,98,5,5
120000,Petrol,Individual,Manual,Second Owner,19,796,46,5,14
5800,Petrol,Individual,Manual,Second Owner,20,998,67,5,6
68700,Petrol,Individual,Manual,Third Owner,19,998,66,5,12
108000,Petrol,Individual,Manual,Third Owner,13,1599,103,5,15
40000,Petrol,Individual,Manual,First Owner,17,1193,88,5,2
100000,Diesel,Individual,Manual,Second Owner,17,1399,67,5,13
40000,Diesel,Individual,Manual,First Owner,25,936,56,5,7
90000,Petrol,Individual,Manual,First Owner,17,1497,121,5,4
60000,Petrol,Individual,Manual,Second Owner,16,1198,73,5,11
17000,Petrol,Individual,Manual,First Owner,21,814,55,5,6
5000,Petrol,Individual,Manual,First Owner,20,998,67,5,4
60000,Diesel,Individual,Manual,First Owner,24,1248,88,5,5
140000,Diesel,Individual,Manual,Second Owner,26,1248,74,5,7
15000,Diesel,Individual,Manual,First Owner,17,1956,170,5,5
25000,Petrol,Individual,Manual,First Owner,17,1198,108,5,4
50000,Petrol,Individual,Manual,Second Owner,16,995,62,5,6
60000,Diesel,Individual,Manual,Second Owner,25,936,56,5,6
40000,Petrol,Individual,Manual,Second Owner,25,624,38,4,10
72000,Petrol,Individual,Manual,First Owner,19,1197,85,5,8
195000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,10
70000,Petrol,Individual,Manual,First Owner,21,814,55,5,10
83000,Diesel,Individual,Manual,First Owner,23,1461,63,5,9
100000,Petrol,Individual,Manual,Second Owner,21,814,55,5,10
25000,Petrol,Individual,Manual,First Owner,20,1197,81,5,7
50000,Diesel,Individual,Manual,First Owner,25,1248,74,5,6
67000,Diesel,Individual,Manual,First Owner,20,1248,88,7,10
30000,Petrol,Individual,Manual,First Owner,19,998,67,5,11
85000,Diesel,Individual,Manual,First Owner,23,1461,63,5,9
25000,Diesel,Individual,Manual,First Owner,16,2498,105,6,4
170000,Diesel,Individual,Manual,First Owner,12,2494,102,8,15
110000,Diesel,Individual,Manual,First Owner,14,2523,75,8,8
60000,CNG,Individual,Manual,First Owner,26,998,58,5,5
80000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,11
31000,Petrol,Individual,Manual,First Owner,20,998,67,5,8
100000,Diesel,Individual,Manual,First Owner,24,1120,70,5,8
130000,Diesel,Individual,Manual,First Owner,17,1493,100,7,6
20000,Petrol,Individual,Manual,First Owner,20,998,67,5,6
60000,Diesel,Individual,Manual,First Owner,22,1498,98,5,5
102996,Diesel,Individual,Manual,Second Owner,23,1248,74,5,9
5000,Diesel,Individual,Manual,First Owner,17,1497,121,7,3
35000,Diesel,Individual,Manual,First Owner,21,1497,108,5,5
5000,Petrol,Individual,Manual,Second Owner,20,1198,67,5,4
60000,Diesel,Individual,Manual,First Owner,22,1498,98,5,5
70000,Petrol,Individual,Manual,First Owner,20,1197,83,5,5
120000,Diesel,Individual,Manual,Second Owner,16,1493,110,5,14
65100,Diesel,Individual,Manual,Second Owner,18,1493,100,7,6
20000,Petrol,Individual,Automatic,First Owner,20,1197,81,5,3
108000,Diesel,Individual,Manual,First Owner,21,1396,88,5,7
15000,Petrol,Individual,Manual,First Owner,21,1197,81,5,3
77000,Petrol,Individual,Manual,First Owner,17,1086,62,5,13
18500,Petrol,Individual,Manual,First Owner,20,998,67,5,7
120000,Diesel,Individual,Manual,First Owner,18,1493,100,7,6
15200,Petrol,Individual,Manual,First Owner,25,799,53,5,7
35000,Petrol,Individual,Manual,First Owner,17,1497,117,7,7
80000,Diesel,Individual,Manual,First Owner,22,1582,126,5,11
70000,Petrol,Individual,Manual,First Owner,21,814,55,5,9
80000,Diesel,Individual,Manual,Second Owner,15,2179,140,7,8
120000,Diesel,Individual,Manual,Second Owner,19,1461,108,5,8
82000,Diesel,Individual,Manual,Third Owner,17,1998,163,5,10
60000,Diesel,Individual,Manual,First Owner,22,1396,88,5,7
129000,Diesel,Individual,Manual,Third Owner,15,2179,140,7,10
67000,Diesel,Individual,Manual,First Owner,21,1248,75,5,7
120000,Diesel,Individual,Manual,First Owner,13,2494,142,7,7
120000,Diesel,Individual,Manual,Fourth & Above Owner,13,2179,138,7,12
96500,Diesel,Individual,Manual,First Owner,20,1248,91,5,7
52412,Petrol,Dealer,Manual,First Owner,18,998,67,5,5
85472,Diesel,Dealer,Manual,First Owner,12,2179,120,8,10
87452,Diesel,Dealer,Manual,Second Owner,22,1498,98,5,9
17000,Diesel,Individual,Manual,First Owner,23,1498,98,5,4
66530,Petrol,Individual,Manual,Second Owner,18,1061,67,5,14
40000,Petrol,Individual,Manual,First Owner,18,1197,82,5,9
96500,Diesel,Individual,Manual,First Owner,20,1248,91,5,7
79000,Petrol,Individual,Manual,First Owner,16,1497,116,5,12
50000,Diesel,Individual,Manual,First Owner,18,1493,100,7,6
60000,Diesel,Individual,Manual,Second Owner,20,1248,75,5,10
35000,Petrol,Individual,Manual,First Owner,17,1193,88,5,4
120000,Diesel,Individual,Manual,First Owner,20,1248,91,5,7
10000,Petrol,Individual,Automatic,First Owner,21,1197,81,5,3
15000,Petrol,Individual,Manual,First Owner,17,1197,81,5,5
70000,CNG,Individual,Manual,Second Owner,30,796,47,5,9
5000,Petrol,Individual,Manual,First Owner,22,796,47,5,6
40000,Petrol,Individual,Manual,First Owner,19,796,46,5,13
10000,Petrol,Individual,Manual,First Owner,18,1197,81,5,3
25000,Petrol,Individual,Manual,First Owner,21,814,55,5,6
53000,Petrol,Individual,Manual,First Owner,17,1193,88,5,5
110000,Diesel,Individual,Manual,Second Owner,12,2179,120,9,8
200000,Diesel,Individual,Manual,Second Owner,20,1461,75,8,9
22000,Petrol,Individual,Manual,First Owner,17,1197,110,5,3
70000,Petrol,Individual,Manual,Fourth & Above Owner,18,998,67,5,19
75000,Diesel,Individual,Manual,Second Owner,25,1498,98,5,7
70000,Petrol,Individual,Manual,First Owner,18,998,67,5,10
64000,Petrol,Individual,Manual,Third Owner,15,1598,103,5,8
60000,Petrol,Individual,Manual,First Owner,11,1298,80,8,20
40000,Petrol,Individual,Manual,First Owner,19,796,46,5,13
110000,Diesel,Individual,Automatic,Second Owner,12,2967,241,7,12
60000,Diesel,Individual,Manual,First Owner,12,2179,120,8,9
72000,Diesel,Individual,Manual,First Owner,22,1396,88,5,7
70000,Diesel,Individual,Manual,Second Owner,21,1396,88,5,9
75000,Diesel,Individual,Manual,First Owner,25,936,57,5,10
32331,Diesel,Individual,Manual,Second Owner,22,1396,88,5,5
70000,Diesel,Individual,Manual,First Owner,19,1582,126,5,6
80000,Diesel,Individual,Manual,Second Owner,23,1396,90,5,12
20000,Petrol,Individual,Manual,Second Owner,18,995,62,5,11
110000,Petrol,Individual,Manual,First Owner,16,1498,97,5,10
40000,Petrol,Individual,Manual,Second Owner,18,1197,82,5,8
40000,Petrol,Individual,Automatic,First Owner,10,2694,163,7,6
90000,Petrol,Individual,Manual,Second Owner,18,1197,81,5,7
50000,Petrol,Individual,Manual,Second Owner,19,1197,85,5,8
137000,Petrol,Individual,Manual,First Owner,18,796,53,5,21
60000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7
30000,Diesel,Individual,Manual,First Owner,25,1248,74,5,5
98000,Diesel,Individual,Manual,First Owner,19,1582,126,5,6
50000,Diesel,Individual,Manual,First Owner,24,1248,88,7,6
120000,Diesel,Individual,Manual,Third Owner,19,1396,69,5,13
30000,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
120000,Diesel,Individual,Manual,Third Owner,19,1396,69,5,13
40000,Petrol,Individual,Manual,First Owner,23,1199,84,5,6
90000,Diesel,Individual,Manual,Second Owner,19,1405,71,5,10
80000,Diesel,Individual,Manual,Second Owner,21,1396,90,5,11
120000,LPG,Individual,Manual,First Owner,21,814,55,5,10
200000,Diesel,Individual,Automatic,First Owner,11,2696,184,7,9
110000,Diesel,Individual,Manual,Second Owner,17,1396,53,5,15
38000,Petrol,Individual,Manual,Second Owner,23,1199,84,5,5
35000,Petrol,Individual,Manual,Second Owner,23,1199,84,5,5
70000,Petrol,Individual,Manual,First Owner,20,998,67,5,8
120000,Diesel,Individual,Manual,Second Owner,21,1461,78,5,10
110000,Diesel,Individual,Manual,Second Owner,19,1461,108,5,10
140000,Diesel,Individual,Manual,First Owner,18,1248,75,5,12
155000,Diesel,Individual,Automatic,Second Owner,11,2179,120,8,13
80000,Diesel,Individual,Manual,Second Owner,23,1461,63,5,5
120000,Diesel,Individual,Manual,Second Owner,13,2523,63,7,12
80000,Petrol,Individual,Manual,First Owner,18,998,67,5,11
110000,Diesel,Individual,Manual,Second Owner,25,1498,99,5,7
230000,Diesel,Individual,Manual,First Owner,23,1396,70,5,10
172000,Diesel,Individual,Manual,Second Owner,17,1396,52,5,11
25000,Petrol,Individual,Manual,First Owner,18,1197,81,5,8
35000,Diesel,Individual,Manual,First Owner,23,1498,98,5,3
126000,Diesel,Individual,Manual,First Owner,12,2179,120,7,8
30000,Diesel,Individual,Manual,First Owner,25,1498,98,5,4
97000,Petrol,Individual,Manual,Third Owner,19,1086,68,5,11
120000,Diesel,Individual,Automatic,First Owner,19,1582,126,5,6
120000,Diesel,Individual,Manual,First Owner,23,1582,126,5,6
80000,Diesel,Individual,Manual,Second Owner,16,2498,105,6,8
60000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,11
15000,Petrol,Individual,Manual,First Owner,21,1197,81,5,4
60000,Petrol,Individual,Manual,First Owner,19,1086,68,5,11
60000,Diesel,Individual,Manual,First Owner,25,1498,98,5,7
90000,Diesel,Individual,Manual,First Owner,22,1248,74,5,8
30000,Petrol,Individual,Manual,First Owner,19,1197,82,5,7
35000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6
35000,Diesel,Individual,Manual,First Owner,26,1248,74,5,6
35000,Diesel,Individual,Manual,First Owner,26,1248,74,5,6
25000,Diesel,Individual,Manual,First Owner,16,2179,140,7,5
40000,Diesel,Individual,Manual,First Owner,21,1498,108,5,4
25000,Diesel,Individual,Manual,First Owner,19,1582,126,5,5
56000,Diesel,Dealer,Automatic,First Owner,11,2993,241,4,9
41779,Petrol,Dealer,Manual,First Owner,21,1197,81,5,4
54000,Petrol,Dealer,Manual,First Owner,18,1199,88,5,6
31000,Diesel,Dealer,Automatic,First Owner,13,2143,204,5,6
37000,Diesel,Individual,Automatic,First Owner,26,1248,74,5,5
90000,Diesel,Individual,Automatic,Second Owner,18,1991,147,4,11
13534,Petrol,Dealer,Manual,First Owner,14,1798,138,5,4
7000,Petrol,Dealer,Automatic,Second Owner,14,1794,138,5,5
23000,Diesel,Dealer,Automatic,First Owner,17,2143,136,5,5
23456,Petrol,Dealer,Manual,First Owner,18,1197,82,5,5
43000,Diesel,Dealer,Automatic,First Owner,11,2755,171,8,3
39000,Diesel,Dealer,Manual,First Owner,16,2179,140,7,7
15000,Petrol,Individual,Manual,First Owner,17,1199,88,5,5
40000,Diesel,Individual,Manual,First Owner,23,1248,74,5,9
5000,Diesel,Dealer,Automatic,First Owner,17,1493,113,5,2
70000,Diesel,Dealer,Manual,First Owner,28,1248,88,5,5
99000,Diesel,Dealer,Automatic,First Owner,21,1498,103,5,6
15000,Petrol,Dealer,Manual,First Owner,22,1197,81,5,4
28156,Diesel,Dealer,Automatic,First Owner,17,2993,261,4,4
30000,Petrol,Dealer,Manual,First Owner,18,1199,88,5,7
70000,Petrol,Individual,Manual,First Owner,18,1199,79,5,12
40000,Petrol,Individual,Manual,First Owner,19,1197,85,5,8
136500,Diesel,Individual,Manual,Fourth & Above Owner,12,2609,120,8,14
70000,Diesel,Individual,Manual,Second Owner,25,1198,77,6,6
90000,Diesel,Individual,Manual,Second Owner,25,1498,98,5,7
32000,Petrol,Individual,Manual,Second Owner,16,796,37,4,26
8000,Petrol,Individual,Automatic,Second Owner,20,998,67,5,4
170000,Diesel,Individual,Manual,First Owner,23,1364,67,5,7
25000,Petrol,Individual,Manual,First Owner,22,796,47,5,8
120000,Diesel,Individual,Manual,Fourth & Above Owner,12,1948,68,10,22
110000,Diesel,Individual,Manual,Third Owner,17,1248,75,5,12
100000,Diesel,Individual,Manual,First Owner,16,2179,140,7,6
115000,Diesel,Individual,Manual,Second Owner,13,1399,68,5,13
120000,Diesel,Individual,Manual,Fourth & Above Owner,12,2609,120,8,14
265000,Diesel,Individual,Manual,Second Owner,20,1199,75,5,11
90000,Diesel,Individual,Manual,Second Owner,17,1248,75,5,14
40000,Petrol,Individual,Automatic,First Owner,18,1199,88,5,4
55000,Petrol,Individual,Manual,Second Owner,13,1599,103,5,14
90000,Petrol,Individual,Manual,Second Owner,19,796,46,5,15
111000,Diesel,Individual,Manual,First Owner,20,1498,103,5,8
120000,Diesel,Individual,Manual,Second Owner,11,2498,112,7,9
15000,Petrol,Individual,Manual,First Owner,21,1197,83,5,5
30000,Petrol,Individual,Manual,Second Owner,22,796,47,5,6
50000,Petrol,Individual,Manual,First Owner,23,998,67,5,5
40000,Diesel,Individual,Manual,First Owner,19,1582,126,5,7
50000,Petrol,Individual,Manual,Second Owner,15,1396,70,5,14
45000,Petrol,Individual,Manual,Second Owner,23,1199,84,5,4
35000,Diesel,Individual,Manual,Second Owner,27,1047,69,5,6
80000,Diesel,Individual,Manual,First Owner,13,2179,138,7,13
120000,Diesel,Individual,Manual,First Owner,11,2498,112,7,10
90000,Diesel,Individual,Manual,Second Owner,15,2179,140,7,8
100000,Diesel,Individual,Manual,First Owner,16,1493,70,7,5
120000,Diesel,Individual,Manual,Third Owner,19,1248,73,5,11
15000,Petrol,Individual,Manual,First Owner,15,1591,121,5,4
15000,Petrol,Individual,Manual,First Owner,24,796,47,5,5
15000,Petrol,Individual,Automatic,First Owner,21,1197,81,5,5
70000,Diesel,Individual,Manual,First Owner,25,1498,99,5,5
135000,Diesel,Individual,Manual,First Owner,22,1498,98,5,7
80000,Diesel,Individual,Manual,Second Owner,20,1598,103,5,10
80000,Diesel,Individual,Automatic,Second Owner,18,1991,147,4,11
19000,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
42000,Petrol,Individual,Manual,First Owner,15,1591,121,5,5
77000,Petrol,Individual,Manual,First Owner,18,998,67,5,12
120000,Diesel,Individual,Manual,First Owner,23,1248,73,5,10
10000,Petrol,Individual,Automatic,First Owner,19,1197,81,5,3
110000,Petrol,Individual,Manual,Third Owner,16,995,63,5,13
110000,Petrol,Individual,Manual,First Owner,15,1586,104,5,13
90000,Diesel,Individual,Manual,Third Owner,23,1396,70,5,15
90000,Petrol,Individual,Manual,First Owner,15,1591,121,5,7
50000,Diesel,Individual,Manual,First Owner,22,1396,88,5,4
50000,Diesel,Individual,Manual,First Owner,25,936,56,5,8
40000,Petrol,Individual,Manual,Second Owner,22,796,47,5,8
120000,Diesel,Individual,Manual,First Owner,22,1248,74,5,10
27000,Petrol,Individual,Manual,First Owner,15,1591,121,5,4
100000,Diesel,Individual,Manual,First Owner,23,1396,70,5,9
70000,Diesel,Individual,Manual,Second Owner,22,1396,88,5,8
40000,Petrol,Individual,Manual,First Owner,23,1199,84,5,5
62000,Petrol,Individual,Manual,First Owner,16,796,37,4,20
10000,Petrol,Individual,Manual,First Owner,17,1591,121,5,4
160000,Diesel,Individual,Manual,First Owner,25,1498,98,5,8
60000,Petrol,Individual,Manual,First Owner,17,1197,80,5,12
110000,Diesel,Individual,Manual,First Owner,13,2523,63,7,13
60000,Petrol,Individual,Manual,Fourth & Above Owner,18,998,67,5,17
78000,Diesel,Individual,Manual,First Owner,11,2498,112,7,8
30000,Petrol,Individual,Manual,First Owner,20,1086,68,5,3
